id,flowerday,FMflowerdiff,germday,espigalength,shoot,root,finalheight,finalstemw,numlvs,numflwrleaves,length3leaf,width3leaf,red,green,blue
225,92,1,21,11,4.04,1.36,114.5,4.02,4,2,23.5,2.5,177.821393566647,103.176,93.9771260533708
226,88,0,21,8.2,2.83,1.19,105.8,4.96,6,2,19.1,2.1,167.180379420218,111.27,112.129555168302
227,92,2,21,7.8,2.52,1.63,78.4,3.48,4,2,20.6,2.1,168.533714907745,83.304,83.4218978230337
228,86,4,21,9.1,2.56,1.31,101.9,5.24,5,3,16.8,2,191.350579728207,93.457,95.3510707378096
229,106,7,48,14.5,5.27,1.9,138.9,6.36,5,4,21.7,2.6,165.581124928496,117.212,112.308529286681
230,102,5,39,11.7,4.16,1.39,109.6,5.91,5,3,21.1,2.5,156.817372975338,115.589,106.66268798812
231,116,6,48,16.2,7.71,2.92,139.1,6.97,5,4,25.6,3,144.067953916703,84.851,80.0515834140045
232,126,2,79,10.3,4.29,1.52,106,5.76,5,3,22.5,2,93.590290949815,54.028,50.4967013158797
233,85,0,20,5.3,2.29,1,103.2,2.73,6,2,19.5,2.1,172.22966496196,85.654,89.6117090013514
234,107,3,53,10.4,5.12,2.21,105.3,6.91,5,2,26.2,2.6,70.8116088692302,47.848,46.0388851292729
235,96,0,21,11.5,4.12,1.67,149.8,5.38,5,2,24.2,2.2,180.705901309462,116.049,108.087795745431
236,114,2,39,12.5,6.63,2.93,118.1,7.9,6,4,14.2,1.6,123.34236301499,67.297,73.7851886998805
237,92,5,28,11.4,3.15,1.49,123.4,4.32,4,2,19.5,2.2,171.053720785936,94.093,85.7228476123596
238,86,2,21,9.5,3.31,0.89,113.7,5,6,4,12.1,1.9,147.423513694328,76.313,72.9823006423451
239,91,4,21,10.1,2.86,0.97,107.6,4.58,5,3,14.5,1.8,162.273940132322,77.568,79.3948165238115
240,91,5,21,10.6,3.16,1.6,100.3,5.9,5,2,20.1,2,190.382329917702,87.072,93.9038930133378
241,85,8,21,9.3,3.39,1.02,110,5.43,5,3,15.5,2.2,145.052728445705,84.148,76.0409734125493
242,96,0,23,7.6,4.66,1.58,107.6,6.75,5,3,21.7,2.4,NA,71.163,NA
243,92,3,21,10.3,6.91,2.66,159,5.1,6,3,17.6,2.6,170.532039187939,101.748,89.587426264045
244,103,6,21,14,4.91,2.05,131.5,5.36,5,3,23,2.4,133.48698250903,97.128,89.3020242779406
245,92,1,21,8.8,3.44,1.46,114.6,4.18,5,3,14,1.6,220.901597997061,144.893,139.413305828652
246,91,0,23,5.6,2.78,1.08,92.4,5.63,5,3,17,2.1,177.046380486526,109.542,94.5227503031317
247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
248,85,0,22,6.8,3.22,1.06,98.2,4.45,5,2,17,2.2,122.572089741041,72.317,69.0866929689187
249,NA,NA,NA,NA,NA,0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA
250,100,6,46,12.1,2.91,2.5,94.9,5.67,6,3,22.3,2.1,172.424499418183,60.347,68.8436500609784
251,93,NA,19,14.1,4.05,1.87,82.8,6.3,5,2,21.7,2.9,143.51406492326,70.744,75.0239499854653
252,99,0,39,8.5,3.73,1.72,93.6,5.23,7,3,10.7,2.2,103.202096866504,70.508,59.6069308129367
253,86,3,22,8.8,2.96,0.94,123.6,4.36,5,3,13.1,1.8,123.080532368864,64.095,68.9096142203137
254,90,4,21,11.1,4.43,1.91,143.2,5.33,5,3,17.4,2.3,NA,NA,NA
255,124,2,81,9.6,3.39,1.34,75.1,4.78,5,4,18.5,2.2,130.470291627824,68.9,66.6932840942921
256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
257,86,3,22,7.7,4.06,1.51,137.6,5.52,7,3,14.8,1.9,133.967323259918,90.287,78.7252685783235
258,79,9,19,9.5,2.19,0.92,86.2,5.34,5,2,17.8,1.7,99.0467758454297,43.564,40.9538175528574
259,86,3,30,9.8,2.67,1.32,117.2,5.66,5,2,15,2.1,186.039812955522,119.834,99.3047370998651
260,NA,NA,NA,NA,NA,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA
261,85,4,21,12.1,3.18,1.46,117.6,5.15,6,3,14.6,2.4,99.254435537998,52.334,53.9467791591361
262,86,3,21,6.4,2.42,1.18,97.5,5.06,5,2,18.4,2.1,165.762237644197,84.687,81.4017196749237
263,87,3,21,9,3.71,1.2,121.4,3.88,5,2,25,2.1,173.041834744313,85.468,92.600666633398
264,95,2,21,10.6,3.21,1.88,91.4,5.76,4,2,25.8,2,130.489499713343,103.72,105.638683576109
265,92,6,21,11.6,3.04,1.36,121.5,4,5,3,13.8,1.8,137.188072279976,90.415,78.6664712078652
266,87,2,21,10.4,3.94,0.9,149.2,2.28,6,3,24.4,2,141.444801308363,79.267,83.6376789737082
267,92,1,19,10.3,5.89,2.39,117.7,4.43,5,3,26.3,2.7,171.941016056169,120.847,107.951020014045
268,114,2,23,10.7,4.87,2.38,95.9,5.72,6,4,17.9,1.7,151.109003991247,104.539,88.448050005889
269,88,3,21,10.1,2.34,1.03,93.5,5.25,5,3,16.5,2,144.20733239672,82.766,90.8117921672934
270,104,5,22,10.9,3.4,2.4,90.4,6.64,5,2,20.6,2.4,129.132146285335,63.294,55.0138596005379
271,86,4,21,8.3,3.42,1.09,107.5,5.62,6,4,12.6,1.8,168.344979820485,74.668,80.9489287940812
272,85,4,24,13,4.33,1.12,140.7,6.4,5,4,18.6,2.9,135.263446694011,78.093,76.8013564999909
273,NA,NA,NA,NA,NA,0.14,NA,NA,NA,NA,NA,NA,NA,NA,NA
274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
275,83,0,21,4,2.71,1.39,95.8,5.28,5,3,13.9,2,147.229495396403,95.099,70.8189706061573
276,93,0,22,9.5,2.31,0.3,62.9,5.48,5,3,12.9,1.8,173.753893245464,156.596,101.427015161947
277,85,3,22,11.9,3.95,1.36,130.8,5.58,6,4,17.4,1.9,149.584767235385,84.017,83.1994157219271
278,85,2,20,7.2,3.64,1.02,97.3,5.15,6,3,14.5,2,126.028273811083,54.74,56.7159853770743
279,91,6,21,11.7,3.12,1.32,101,5.79,5,2,20.3,1.9,167.988382080039,88.572,92.0659895388218
280,85,5,22,9.1,2.49,1.67,84.5,6.4,7,2,23.3,2.1,125.099858670348,55.992,59.6863016229439
281,85,3,21,6.1,2.76,0.82,114.2,4.99,5,3,17.5,1.3,163.617658688488,105.134,94.4674922869087
282,90,0,28,8.5,2.83,1.11,90.5,5.13,5,2,23.4,2.1,198.228305404303,105.869,99.9864553407387
283,104,4,61,19.4,1.99,0.84,96.6,3.09,4,2,41.1,2.1,155.007353238357,108.855,87.2523787916521
284,90,0,21,5.7,4.56,1.93,96.8,6.93,6,3,9.3,2,178.127757037373,81.368,87.8463834569704
285,85,4,21,10.8,2.6,1.18,116.2,4.57,5,3,21.9,2.1,115.832033437805,53.863,55.3279318509593
286,97,0,22,7.5,4.12,1.52,99,5.98,5,3,19.5,2.2,132.654862493243,54.185,62.652186153614
287,109,3,48,11.7,4.5,2.23,117.4,5.5,5,3,26.5,2.4,145.702021908675,85.537,83.6917914223006
288,90,5,21,9.4,2.68,1.33,97.5,5.09,5,3,19.2,2,177.535988539071,87.399,89.8594220624976
289,95,0,25,8.1,3.81,1.39,120.5,5.45,5,2,17.6,2.3,158.428859970488,106.778,102.136935859563
290,87,3,22,11.7,3.13,1.34,117.7,3.14,6,3,16.1,2,170.130739182487,89.814,94.310619510665
291,91,-12,23,4.3,3.96,1.49,107.3,4.95,6,3,16.6,2.1,143.702003802243,93.398,81.3605985031568
292,85,0,21,11,2.66,1.4,113.3,4.36,5,3,23,2.1,136.592397323363,83.069,69.8512305347135
293,88,3,23,10.4,3.48,1.1,107.5,5.3,4,3,21.7,2.1,114.115284427426,77.128,83.1635820416399
294,95,2,21,10.1,3.68,1.86,99,5.13,4,2,26,2.3,178.737287230143,122.553,124.250955485383
295,123,7,21,13.6,7.32,5.23,92.9,7.76,5,2,24.5,2.4,132.34827389571,86.03,76.9433295082411
296,86,3,19,13.5,3.44,0.98,128.3,4.9,5,3,21.2,2.1,111.359754399434,71.405,64.9269429696927
297,106,9,21,16,4.81,2.01,136.7,6.2,4,2,31.1,2.2,202.681345979407,155.415,146.080186352213
298,NA,NA,25,NA,NA,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA
299,116,6,22,12.7,6,3.33,100.4,7.78,6,2,27.5,2.5,115.346223677837,59.166,57.782582015704
300,86,0,27,7.7,2.97,1.26,73,5.28,5,3,16.1,2,237.77572639888,131.758,108.091440229842
301,85,0,21,5.8,2.3,0.74,95.5,3.31,5,3,22.7,1.5,196.651215328569,143.397,103.545121052075
302,90,0,21,9.3,3.12,1.51,96,4.68,5,3,19.1,2.3,137.08251994564,66.982,74.5313468117
303,NA,NA,NA,NA,0.73,0.13,NA,NA,NA,NA,NA,NA,NA,NA,NA
304,86,3,21,11,3.21,1.11,105,5.51,6,2,15.6,2.2,150.769689604685,67.69,57.2995524843204
305,95,0,21,8.8,3.71,1.48,91.5,6.26,5,2,14.9,2.5,234.476370943336,149.911,133.813268819395
306,92,1,21,11.5,2.67,1.31,89.5,4.31,4,2,21.7,2.1,273.450308715478,237.422,102.105176548166
307,95,0,21,2.1,2.64,1.5,95.2,4.95,6,3,20.1,1.7,140.317530503106,97.078,89.2443165936641
308,112,1,31,13.7,6.09,3.99,98.6,7.55,6,4,21.8,2.1,115.912759304933,57.483,65.1751864413257
309,85,4,24,16.5,3.28,1.35,122,4.9,4,2,32.2,2.3,127.747964224168,81.135,76.4178672800628
310,89,NA,21,10,3.14,1.27,122.3,4.66,6,2,17.9,2,196.465349767015,136.49,128.279890668856
311,85,4,22,10.9,2.13,1.09,112.6,4.69,5,3,17,1.8,122.501820052606,90.356,67.7277452397904
312,88,3,19,9.3,2.99,1.39,93.5,4.98,5,2,18.8,2,102.190183557845,71.271,77.5188033874469
313,85,0,21,10.4,3.5,1.02,108.2,5.27,4,1,21.2,2.3,115.849510067177,70.624,71.7152863502087
314,116,7,21,10.9,6.23,3.17,105.7,6.82,7,4,18.1,2,83.2767301838433,42.22,50.6591877233551
315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
316,88,1,21,8.9,3.12,1.48,115.5,4.76,6,3,12.3,1.9,161.194155971004,115.451,101.938298465376
317,83,-2,19,3.8,1.97,1.08,61.2,4.04,5,2,18.2,1.6,178.843157241276,128.398,91.5679765545658
318,106,5,21,11.9,3.81,2.79,79.7,7.19,6,4,14.7,2,101.285817806652,54.677,57.8861059346607
319,86,3,21,9.6,2.08,0.84,70.9,4.96,5,3,17.7,1.9,155.237889999363,68.384,71.1830273406692
320,91,1,24,7.2,3.52,2.48,102.4,5.5,5,2,18.3,2.4,175.363344491286,123.835,104.186444905297
321,86,4,21,9.7,2.57,1.16,103.2,4.82,5,3,17.7,1.9,220.982371252148,151.463,127.456856761933
322,81,4,21,10.1,1.88,0.85,85,4.86,4,2,17.3,1.9,135.499345318198,94.431,71.3108166130153
323,95,2,21,7.9,3.79,1.7,121,5.49,4,2,27.5,2.2,166.203793419111,101.584,103.584338053037
324,95,3,21,9.3,2.66,2.08,78.8,4.91,4,2,19.8,2.1,149.872833165725,92.507,94.1579957896166
325,85,4,21,10.2,2.63,1.11,87.3,5.52,5,2,18.6,2,147.233788836195,75.93,66.6357143740692
326,89,4,22,11.7,2.73,1.65,97.5,4.87,4,2,19.3,2.1,126.384529127758,100.603,73.9763986919451
327,91,3,27,12.4,2.63,1.34,59,5.01,4,1,18.3,2.4,208.604818095188,161.803,118.766069070861
328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
329,82,5,19,7.4,2.39,1.29,88.3,5.39,5,2,19.2,2,196.818767790465,126.651,102.942088869798
330,88,2,21,8.9,2.7,1.25,94.8,5.64,5,2,14.7,1.9,137.338315014279,88.25,84.3061640527072
331,119,11,74,13,1.73,1.01,68.5,5.65,4,1,30.7,1.9,NA,NA,NA
332,95,8,21,11.6,3.97,2.63,111.1,5.94,4,2,25.5,2.2,146.66664130302,100.403,96.3029886930834
333,89,0,21,9,2.85,1.07,65.5,4.45,5,2,8.3,2.2,156.168475906207,115.872,108.310702192448
334,84,5,19,10.4,2.35,1.37,117.4,4.21,5,3,16.3,1.7,195.794955142976,126.519,98.7730530943591
335,90,0,22,10.1,2.8,1.58,109.6,4.96,6,2,14.1,1.6,160.122330228766,102.918,82.6508794173041
336,101,5,31,12.8,3.22,1.81,120.7,5.33,4,2,25.4,2.4,226.340857270283,158.422,99.7538255131473
337,86,-1,20,10.5,1.62,0.6,74.5,3.62,4,2,19.6,1.6,NA,NA,NA
338,92,7,21,10.6,3.08,1.8,93,3.55,5,2,16.9,2.2,173.401013032397,109.397,87.2636488445779
339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
340,98,14,21,12.3,3.49,1.04,99.3,5.37,5,1,23.3,2.1,104.53152954647,70.496,71.7308149139197
341,82,0,21,7.3,2.68,1.07,104.8,3.88,6,3,15.5,1.6,126.190074679366,57.925,56.6437808323788
342,80,0,21,5.6,2.85,0.99,106.4,4.66,6,3,12.1,1.4,160.330086060948,110.324,79.184911246662
343,98,1,20,10.6,2.79,1.55,64.8,6.12,5,2,16.4,2.2,202.022468657652,132.554,108.321081882002
344,85,6,22,9.2,2.27,1,102.9,4.59,5,3,14.6,1.9,150.193709398206,74.563,71.5275053100154
345,95,4,21,11.9,2.57,2.28,64.4,4.98,4,1,24.7,2.2,132.29277809002,78.881,69.6280264167601
346,88,0,22,3.9,3.25,1.2,93.1,5.21,5,3,13.5,1.9,138.958133384633,90.453,84.7037028902988
347,87,8,21,11.3,1.99,0.97,85.6,2.93,5,2,13.2,1.6,166.603246645555,136.016,121.420186241506
348,99,3,22,13.1,3.75,1.75,103.4,5.27,4,2,25.1,2,134.260336569712,75.682,74.1899874584289
349,92,6,21,9.4,2.08,1.41,74,4.07,4,2,19.8,2.1,244.828813583959,123.16,103.863527081502
350,89,1,21,4.9,2.54,0.86,92.5,5.19,4,2,23,2,153.2560675818,107.372,97.8313980953711
351,89,0,27,7,3.24,0.91,102.7,5.3,5,3,15.6,1.6,172.095186345573,134.005,103.013229664028
352,109,10,21,11.7,4.72,3.27,72.5,8.29,5,2,22.7,2.4,179.214161935237,124.748,110.029672111683
353,104,4,42,10.7,2.88,1.5,101,5.42,5,3,18.1,1.8,134.796011367164,90.627,76.7370862479454
354,89,5,26,9.4,2.51,1.5,101.9,4.67,4,2,24,1.9,170.93759304003,108.143,105.837790997093
355,85,2,21,11,3.38,1.3,120.1,5.57,5,2,20.3,2.1,185.681267625712,134.931,93.9094878785166
356,85,4,21,13,2.44,1.27,98.5,3.94,4,2,27.7,2.3,121.254676816145,85.915,63.7507147565531
357,105,3,21,11.7,3.12,2.26,86.5,5.45,5,3,20.3,2,169.295173102068,111.178,108.457876667311
358,89,3,21,7.2,3.73,0.88,103.2,5.37,6,3,13.7,1.9,206.704799139739,138.46,127.214537416094
359,86,4,19,6.7,2.44,0.88,72.6,4.36,4,3,21.1,1.9,160.235859698262,109.173,82.0412064070305
360,79,6,22,5.1,3.5,0.91,111.6,5.68,6,2,17,1.9,145.045753806157,56.781,57.7301933240971
361,88,1,21,7,2.56,0.98,93.5,6.06,4,2,22.4,1.9,203.019079773699,150.478,114.728337210563
362,95,7,25,9.4,3.81,1.93,108.7,5.77,5,2,17.8,2.3,126.17057709189,90.079,79.6514590336491
363,91,2,21,9.5,2.69,0.99,103,5.31,5,2,17.6,2,174.759975223675,108.159,100.506739516456
364,102,2,26,8.3,3.56,2.11,110.5,4.48,4,2,26.5,2.2,145.70523489093,98.047,102.953594407702
365,80,9,21,12.3,2.41,1.11,110.9,3.89,4,2,20.8,1.8,121.935825175812,57.317,62.3849812067893
366,94,2,29,8.3,3.88,1.5,65.7,4.31,5,1,13.8,2.2,146.574445302597,78.841,77.6504005800119
367,106,9,28,12.8,4.69,2.31,114.4,6.72,5,2,21.5,2.2,169.942146590552,118.628,115.200825950137
368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
369,92,6,21,10.7,3.68,1.82,126,4.7,4,2,25.2,1.8,195.917923537962,98.399,99.2414165159835
370,87,2,21,7.8,3.23,1.33,123.8,3.4,5,2,18.8,1.9,186.151956857432,148.612,138.833669232531
371,87,3,23,8.6,2.22,1.08,67.2,4.73,6,2,12.8,1.7,193.32424255656,150.233,136.835277300775
372,81,1,20,7,3.19,0.85,85.8,4.35,3,1,27.9,1.9,144.899925117208,106.105,71.8338947671654
373,98,1,32,8.2,3.77,1.86,85,5.98,5,2,17.2,2.6,179.871789559202,99.861,96.4731017892705
374,88,0,20,6.5,2.6,1.18,98.7,4.85,6,3,14.6,1.9,187.246013658502,117.1,107.379863320861
375,82,0,21,10,2.97,0.79,117.1,4.6,5,3,23.4,2.2,164.998321662428,111.092,85.276848844979
376,90,10,22,10.3,3.78,1.41,123.8,6.51,5,2,19.6,2.2,108.05614361503,74.421,72.9037521559629
377,85,4,22,11,2.15,1.17,102.8,5.04,4,2,23.6,2.3,146.964507728573,104.362,77.6749634036181
378,101,4,22,15.8,3.86,1.85,128.1,6.11,5,2,23.9,2.3,248.462885131501,141.877,119.848460960558
379,81,2,20,8.9,2,0.36,91.8,5.63,4,2,28.7,1.9,145.712852708804,108.235,71.5500178329736
380,92,4,31,8.3,3.3,1.63,102.5,6.43,5,3,13.6,2.6,193.720767826208,72.831,76.4952741079279
381,87,0,21,7.3,3.22,1.05,106.5,3.54,5,3,18.3,1.9,152.190154301666,116.965,110.23964034478
382,87,2,21,9.8,2.77,0.96,94.1,3.82,6,2,12.6,2.2,177.867922708175,142.416,133.899410816071
383,119,2,70,9.1,6.75,1.85,91.8,6.63,5,3,13.3,1.7,NA,NA,NA
384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
385,81,4,21,11.4,2.37,0.58,105.3,5.05,5,2,18.2,2,165.137083167737,95.866,93.4428710748966
386,83,0,21,10.1,2.58,0.87,90.5,5.38,6,3,7.3,1.6,169.585999426681,107.485,83.3596181436256
387,100,5,21,11.3,3.29,2.07,104.3,5.96,5,2,19.1,2.1,163.722029990998,79.968,74.6321019034534
388,88,2,21,8.1,3.15,1.17,103.4,4.87,5,2,23.2,1.8,154.903815776357,114.723,105.798293747628
389,99,3,22,10.5,4.93,2.08,135.4,6.66,5,3,23.7,2.2,186.808716043579,113.432,99.5449952425399
390,87,0,21,5.7,1.53,0.45,76.1,4,9,2,14.4,1.2,175.353033245918,158.594,112.503744056722
391,95,1,22,8.3,3.61,1.5,83.6,5.92,5,2,15.6,2.2,123.168385868288,86.304,78.1124241621677
392,88,0,22,8.7,3.08,1.03,95.2,5.22,5,2,18.6,2,140.378398109391,97.504,94.0460131259314
393,98,6,26,11.8,3.34,2.13,116.3,6.05,4,3,18,2.2,212.702201413898,117.429,105.864217765065
394,88,0,23,4.9,3.12,0.95,91.1,4.59,6,3,13.5,2,139.801922359895,68.693,74.4681036548994
395,104,4,19,13.7,4.59,2.25,98.9,7.04,6,3,24.6,2.9,153.767265607691,104.014,94.1813679795152
396,95,5,25,10.8,2.67,2.05,109,5.11,4,2,23.8,2,175.918107331572,114.122,84.0657722999963
397,89,5,21,12.4,3.18,1.38,9.33,6.07,5,2,18,2,149.54269397906,98.206,92.8244104117385
398,85,2,20,11.3,2.83,0.88,100.6,5.9,5,3,16.4,2.1,187.412378157631,128.08,94.6841492951842
399,106,5,23,11.9,3.41,2.4,76.7,5.86,5,3,20.9,2.2,162.972517291103,115.522,104.701745479676
400,88,5,22,10.1,2.84,0.76,121.1,4.45,5,2,23.5,1.7,125.035130655281,99.017,88.8458437952926
401,117,9,21,10.7,5.82,3.26,71.2,8.38,7,2,13.8,1.8,127.775280574629,71.817,71.4048653713325
402,86,9,21,9.3,2.85,0.98,127.2,4.53,5,2,23.8,1.6,143.894854541982,80.103,79.0266767942314
403,79,6,27,9.7,2.35,0.88,79.6,5.22,5,2,14.1,2.3,169.684378252221,109.304,73.541049316318
404,92,0,27,11.5,3.46,0.83,99.6,5.45,5,3,11.9,2.2,196.986141514506,96.033,92.7569719812213
405,90,2,27,9.3,2.99,1.12,102.9,4.96,5,3,16.3,2.1,171.89185724578,107.034,94.6865124519054
406,89,0,21,8.7,3.97,1.47,117.8,5.77,5,3,11.6,2,116.061127897406,67.793,69.5857847647146
407,98,2,27,12.5,4.12,2.42,127.1,6.42,5,3,19.8,2.5,205.097087237864,133.705,113.38530306106
408,95,14,19,14.5,3.5,2.21,73.6,5.72,5,1,19.4,2.4,159.387784180978,81.565,82.4423490872438
409,91,0,20,7.4,3.7,1.62,91.6,5.46,3,1,31.9,2.2,160.358664487268,86.408,90.5559491157307
410,115,3,21,13.2,4.13,2.64,68.5,6.55,5,2,23.7,2.2,159.714866658773,143.826,102.909488544692
411,87,2,20,9.4,3.26,1.18,111.7,3.18,5,2,11.4,2,178.791210839466,103.545,114.748583622967
412,122,3,48,11.7,9.81,2.89,114,7.46,6,4,16.6,2.5,137.727471983656,89.291,79.3775237760156
413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
414,88,0,19,11,2.5,0.96,107.8,4.34,5,2,19.4,1.8,192.173847595253,138.237,133.134667054525
415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
416,92,2,21,9.1,3.82,1.97,103.7,6.05,5,3,19,2.3,216.803271639354,111.803,94.5771505034754
417,89,0,21,9.1,3.01,1.14,117.5,4.45,6,2,13.5,1.8,111.910886811991,59.702,64.695359671098
418,79,9,19,10.5,3.06,0.96,114.8,4.46,5,2,16.1,2.3,123.129706497548,60.252,52.0676264488981
419,84,10,28,10.4,3.53,1.07,135.2,5.66,6,2,18.7,1.8,137.224752331731,74.873,65.2407850125045
420,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
421,79,3,19,9.5,2.19,1.13,64,4.89,5,1,22.3,2.2,116.259310499675,54.71,61.5922724401725
422,106,4,21,13.6,4.12,2.45,84.9,8.07,5,3,20.2,2.4,139.595435844465,80.728,80.7257572816737
423,79,0,19,7.4,2.44,0.88,90.4,3.82,4,2,19.6,2,103.383767061233,57.653,53.6145243827931
424,95,8,23,13.3,2.54,1.45,113.3,4.43,4,2,21.3,2,154.742161822985,89.328,91.1761071116586
425,126,3,20,12.5,8.35,2.71,98.8,7.8,5,3,24.3,2.6,154.694194540025,102.644,79.7238748493548
426,116,6,51,13,5.44,1.87,64.7,6.57,5,3,23.8,2.4,95.2455379552574,56.397,58.8017164479414
427,92,12,21,8,3.95,1.71,89.8,7.32,5,1,14,2.1,141.997653401963,73.023,71.571517899504
428,92,2,21,8.1,3.36,1.83,113,4.59,5,2,14.2,2,147.203810487645,81.168,83.0415466316086
429,91,4,22,11.2,3.95,1.27,108,6.26,5,2,18.2,1.8,201.294665334322,112.908,119.12726802549
430,132,0,70,19.8,3.34,2.26,38.5,7.48,6,3,25.5,2.6,113.795591908577,53.919,57.3524094061035
431,86,2,19,8.1,3.07,1.01,110,4.17,4,2,22.4,1.9,155.483419823031,106.361,102.762182521501
432,109,5,21,10.8,4.25,2.29,104.5,7.01,5,3,23.2,2.1,126.356679739378,68.651,64.8249252689526
433,95,-8,30,3.5,3.75,1.54,92.1,6.15,5,3,20.6,1.9,142.279583058124,64.393,73.9545082465375
434,92,3,21,8.7,2.59,1.12,134.3,5.23,5,2,17.3,1.8,140.770889388901,85.268,66.2233968580481
435,114,2,22,9.8,3.92,2.71,72.3,9.04,5,3,18.1,2.2,188.143823434439,146.558,118.603958356469
436,81,0,22,7.2,2.88,1.17,86.1,4.42,4,1,23.4,2.2,95.9772220733828,55.604,59.9986790521374
437,89,0,21,9.4,2.69,1.13,120.5,4.95,4,2,29.2,1.5,157.10029038225,95.757,91.1144788457006
438,97,0,29,3.2,4.74,1.45,130.5,6.26,5,3,15.1,1.6,173.200895346813,104.501,85.9846011799363
439,89,2,21,9.2,3.51,1.63,99.1,4.92,5,2,21.8,2,106.415220508191,56.578,60.4834953693601
440,81,2,20,4.9,2.98,1.01,84,4.77,6,4,9.7,1.6,179.090640271814,107.158,105.17560825022
441,79,12,29,8.5,2.86,0.83,110.7,6.04,6,3,18.4,2.2,157.126627092689,71.058,74.0452954418742
442,79,11,19,9.9,3.61,0.79,138,5.03,6,3,14.6,1.9,170.973660771445,85.253,81.610326316786
443,91,1,28,10.5,2.9,0.99,120,4.78,5,2,19,2,202.62999939118,123.516,110.342909448913
444,91,-1,32,10.4,3.24,1.08,111.4,5.14,5,2,13.3,1.9,197.573890518291,127.583,122.288481276403
445,140,5,82,14.4,2.73,2.3,36.6,8.74,6,3,23.8,2.6,65.6964282938837,35.13,37.9143376884936
446,112,3,61,11.5,5.87,1.74,130.3,7.06,5,2,19.4,2.2,130.956295627803,80.868,89.1704165241566
447,91,0,21,5.6,3.31,1.38,122.5,5.48,5,2,17.5,2,183.048660781407,103.478,110.303418363207
448,81,1,21,5.7,2.29,0.6,82,3.75,5,2,20.6,1.9,217.393979782478,174.471,124.255083669761
449,91,-6,21,4.5,3.86,1.38,123,4.97,5,2,21.4,1.9,105.086517205781,61.793,65.3953115348815
450,102,3,21,10.9,4.55,2.05,142.9,6.09,5,4,19.6,2.1,161.877721794033,138.667,82.6840889409795
